brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
ASUS,Zenbook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,104990,146990,28,0.0,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,134990,164990,18,0.0,0,0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,98990,136990,27,4.5,445,56
HP,Envy,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,144690,173453,16,4.2,17,4
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,99990,128990,22,0.0,0,0
MSI,Stealth,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,2,No,No,119990,162990,26,4.3,20,3
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,194990,0,0,0.0,0,0
ASUS,ZenBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,124990,146990,14,4.6,17,1
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,122410,0,0,0.0,0,0
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,179990,216368,16,4.2,13,5
MSI,Summit,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,154990,156990,1,4.0,3,2
Lenovo,Yoga,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,122990,167890,26,3.0,4,2
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,121990,138399,11,0.0,0,0
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,116990,132717,11,0.0,0,0
Lenovo,Legion,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,151098,224490,32,4.4,7,0
MSI,Pulse,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,2,No,No,129990,179990,27,4.2,14,3
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,149999,178464,15,0.0,0,0
acer,Predator,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,129990,149990,13,4.5,54,7
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,171990,197862,13,0.0,0,0
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,93955,122300,23,4.8,4,0
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,128500,152042,15,3.7,3,1
Lenovo,Yoga,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,102990,104033,1,4.4,16,2
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,119990,158990,24,4.8,8,1
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,157249,220990,28,4.3,7,0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,131500,175000,24,0.0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,154990,172990,10,5.0,3,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,165990,202990,18,0.0,0,0
Lenovo,Yoga,Intel,Core i7,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,119990,148082,18,2.5,2,1
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,167990,202990,17,0.0,0,0
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,165000,198825,17,0.0,0,0
Avita,Liber,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,62990,83390,24,3.9,207,49
Lenovo,ThinkBook,Intel,Core i7,11th,16 GB GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,85990,148158,41,3.4,7,2
HP,HP,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,94990,160134,40,0.0,0,0
HP,Omen,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16.1,1,No,Yes,136990,157563,13,0.0,0,0
Lenovo,Legion,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,234990,349890,32,0.0,0,0
acer,Predator,Intel,Core i7,10th,16 GB GB,DDR4,2048 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,159990,160190,0,3.8,4,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,233990,0,0,0.0,0,0
MSI,GF63,Intel,Core i7,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,63990,83990,23,4.3,794,83
ASUS,VivoBook,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,66990,97990,31,4.2,25,4
